,RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
819,b'd03495',b'BELLADONNA; ERGOTAMINE; PHENOBARBITAL',2.0,87.0,355.0,89.0,,,,,,,,,,57.0,58.0,193.0,57.0,64.0,201.0,57.0,67.0,68.0,87.0,355.0,89.0,,,,,,,b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BARBITURATE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b''
820,b'd03505',b'ATROPINE; DIFENOXIN',2.0,87.0,90.0,,,,,,,,,,,40.0,430.0,,87.0,90.0,,87.0,355.0,89.0,105.0,106.0,,,,,,,,b'GASTROINTESTINAL AGENTS',b'ANTIDIARRHEALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTICHOLINERGIC CHRONOTROPIC AGENTS',b'',b'GASTROINTESTINAL AGENTS',b'ANTIDIARRHEALS',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b'',b'',b'',b'',b'',b'',b''
821,b'd03506',b'ATROPINE; DIPHENOXYLATE',2.0,87.0,90.0,,,,,,,,,,,40.0,430.0,,87.0,90.0,,87.0,355.0,89.0,105.0,106.0,,,,,,,,b'GASTROINTESTINAL AGENTS',b'ANTIDIARRHEALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTICHOLINERGIC CHRONOTROPIC AGENTS',b'',b'GASTROINTESTINAL AGENTS',b'ANTIDIARRHEALS',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b'',b'',b'',b'',b'',b'',b''
822,b'd03508',b'ISONIAZID; RIFAMPIN',2.0,1.0,6.0,329.0,,,,,,,,,,1.0,6.0,232.0,1.0,6.0,457.0,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTITUBERCULOSIS AGENTS',b'ANTITUBERCULOSIS COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTITUBERCULOSIS AGENTS',b'RIFAMYCIN DERIVATIVES',b'ANTI-INFECTIVES',b'ANTITUBERCULOSIS AGENTS',b'HYDRAZIDE DERIVATIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
823,b'd03509',b'ERYTHROMYCIN; SULFISOXAZOLE',2.0,1.0,12.0,,,,,,,,,,,1.0,11.0,304.0,1.0,15.0,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'MISCELLANEOUS ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'MACROLIDE DERIVATIVES',b'MACROLIDES',b'ANTI-INFECTIVES',b'SULFONAMIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
824,b'd03511',b'PHENAZOPYRIDINE; SULFAMETHOXAZOLE',2.0,1.0,15.0,,,,,,,,,,,1.0,15.0,,113.0,266.0,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'SULFONAMIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'SULFONAMIDES',b'',b'GENITOURINARY TRACT AGENTS',b'MISCELLANEOUS GENITOURINARY TRACT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
825,b'd03513',b'METHENAMINE; SODIUM ACID PHOSPHATE',2.0,1.0,17.0,,,,,,,,,,,1.0,17.0,,113.0,265.0,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'URINARY ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'URINARY ANTI-INFECTIVES',b'',b'GENITOURINARY TRACT AGENTS',b'URINARY PH MODIFIERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
826,b'd03518',b'EPINEPHRINE; PILOCARPINE OPHTHALMIC',2.0,133.0,147.0,164.0,,,,,,,,,,133.0,147.0,164.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
827,b'd03520',b'NAPHAZOLINE; PHENIRAMINE OPHTHALMIC',2.0,133.0,147.0,267.0,,,,,,,,,,133.0,147.0,267.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
828,b'd03524',b'BACITRACIN; NEOMYCIN; POLYMYXIN B TOPICAL',2.0,133.0,136.0,290.0,,,,,,,,,,133.0,136.0,290.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
829,b'd03525',b'GRAMICIDIN; NEOMYCIN; POLYMYXIN B OPHTHALMIC',2.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
830,b'd03526',b'NEOMYCIN; POLYMYXIN B SULFATE TOPICAL',2.0,133.0,136.0,290.0,,,,,,,,,,133.0,136.0,290.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
831,b'd03529',b'POLYMYXIN B; TRIMETHOPRIM OPHTHALMIC',2.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
832,b'd03533',b'NEOMYCIN; POLYMYXIN B; PREDNISOLONE OPHTHALMIC',2.0,133.0,147.0,166.0,,,,,,,,,,133.0,147.0,163.0,133.0,147.0,165.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
833,b'd03534',b'GENTAMICIN; PREDNISOLONE OPHTHALMIC',2.0,133.0,147.0,166.0,,,,,,,,,,133.0,147.0,163.0,133.0,147.0,165.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
834,b'd03535',b'DEXAMETHASONE; NEOMYCIN OPHTHALMIC',2.0,133.0,147.0,166.0,,,,,,,,,,133.0,147.0,163.0,133.0,147.0,165.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
835,b'd03536',b'DEXAMETHASONE; TOBRAMYCIN OPHTHALMIC',2.0,133.0,147.0,166.0,,,,,,,,,,133.0,147.0,163.0,133.0,147.0,165.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
836,b'd03537',b'DEXAMETHASONE; NEOMYCIN; POLYMYXIN B OPHTHALMIC',2.0,133.0,147.0,166.0,,,,,,,,,,133.0,147.0,163.0,133.0,147.0,165.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
837,b'd03541',b'PREDNISOLONE; SULFACETAMIDE SODIUM OPHTHALMIC',2.0,133.0,147.0,166.0,,,,,,,,,,133.0,147.0,163.0,133.0,147.0,165.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
838,b'd03542',b'FLUORESCEIN; PROPARACAINE OPHTHALMIC',2.0,133.0,147.0,321.0,,,,,,,,,,133.0,147.0,287.0,133.0,147.0,321.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC DIAGNOSTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANESTHETICS',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC DIAGNOSTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
839,b'd03543',b'HYDROCORTISONE; NEOMYCIN; POLYMYXIN B OTIC',2.0,133.0,148.0,171.0,,,,,,,,,,133.0,136.0,290.0,133.0,148.0,370.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
840,b'd03546',b'HYDROCORTISONE; PRAMOXINE TOPICAL',2.0,133.0,134.0,,,,,,,,,,,133.0,136.0,138.0,133.0,136.0,139.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'ANORECTAL PREPARATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
841,b'd03561',b'BETAMETHASONE; CLOTRIMAZOLE TOPICAL',2.0,133.0,136.0,141.0,,,,,,,,,,133.0,136.0,138.0,133.0,136.0,292.0,133.0,151.0,268.0,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIFUNGALS',b'TOPICAL AGENTS',b'VAGINAL PREPARATIONS',b'VAGINAL ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b''
842,b'd03562',b'NYSTATIN; TRIAMCINOLONE TOPICAL',2.0,133.0,136.0,141.0,,,,,,,,,,133.0,136.0,138.0,133.0,136.0,292.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIFUNGALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
843,b'd03564',b'DESERPIDINE; METHYCLOTHIAZIDE',2.0,40.0,55.0,469.0,,,,,,,,,,40.0,43.0,,40.0,49.0,156.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ANTIADRENERGIC AGENTS (PERIPHERAL) WITH THIAZIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',"b'ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING'",b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
844,b'd03566',b'CAPTOPRIL; HYDROCHLOROTHIAZIDE',2.0,40.0,55.0,467.0,,,,,,,,,,40.0,42.0,,40.0,49.0,156.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ACE INHIBITORS WITH THIAZIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
845,b'd03569',b'CARBINOXAMINE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
846,b'd03570',b'CARBINOXAMINE; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,122.0,123.0,,122.0,127.0,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
847,b'd03572',b'CARAMIPHEN; PHENYLPROPANOLAMINE',2.0,122.0,124.0,,,,,,,,,,,122.0,124.0,,122.0,127.0,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
848,b'd03574',b'CARBETAPENTANE; CHLORPHENIRAMINE; EPHEDRINE; PHENYLEPHRINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b''
849,b'd03576',b'BROMODIPHENHYDRAMINE; CODEINE',2.0,122.0,132.0,,,,,,,,,,,57.0,58.0,60.0,122.0,123.0,,122.0,124.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
850,b'd03577',b'CARBINOXAMINE; DEXTROMETHORPHAN; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
851,b'd03600',b'POTASSIUM BICARBONATE',1.0,115.0,117.0,,,,,,,,,,,115.0,117.0,,,,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
852,b'd03618',b'HYOSCYAMINE; METHENAM; M-BLUE; PHENYL SALICYLATE',2.0,113.0,264.0,,,,,,,,,,,1.0,17.0,,57.0,58.0,62.0,87.0,355.0,89.0,105.0,106.0,,113.0,266.0,,,,,b'GENITOURINARY TRACT AGENTS',b'URINARY ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'URINARY ANTI-INFECTIVES',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b'',b'GENITOURINARY TRACT AGENTS',b'MISCELLANEOUS GENITOURINARY TRACT AGENTS',b'',b'',b'',b''
853,b'd03620',b'ANTAZOLINE; NAPHAZOLINE OPHTHALMIC',2.0,133.0,147.0,267.0,,,,,,,,,,133.0,147.0,267.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
854,b'd03623',b'ACETIC ACID TOPICAL',1.0,133.0,136.0,137.0,,,,,,,,,,133.0,136.0,137.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
855,b'd03625',b'ACETIC ACID; HYDROCORTISONE OTIC',2.0,133.0,148.0,171.0,,,,,,,,,,133.0,148.0,170.0,133.0,148.0,370.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC STEROIDS WITH ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC ANTI-INFECTIVES',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
856,b'd03627',b'ANTIPYRINE; BENZOCAINE OTIC',2.0,133.0,148.0,392.0,,,,,,,,,,133.0,148.0,172.0,133.0,148.0,392.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'MISCELLANEOUS OTIC AGENTS',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
857,b'd03628',b'ANTIPYRINE; BENZOCAINE; PHENYLEPHRINE OTIC',2.0,133.0,148.0,392.0,,,,,,,,,,133.0,148.0,172.0,133.0,148.0,392.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'MISCELLANEOUS OTIC AGENTS',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
858,b'd03630',b'ANHYDROUS CALCIUM IODIDE; CODEINE',2.0,122.0,132.0,,,,,,,,,,,57.0,58.0,60.0,122.0,124.0,,122.0,128.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
859,b'd03632',b'CETYLPYRIDINIUM TOPICAL',1.0,133.0,146.0,,,,,,,,,,,133.0,146.0,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'MOUTH AND THROAT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'MOUTH AND THROAT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
860,b'd03640',b'BUDESONIDE NASAL',1.0,133.0,247.0,245.0,,,,,,,,,,133.0,247.0,245.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'NASAL PREPARATIONS',b'NASAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'NASAL PREPARATIONS',b'NASAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
861,b'd03651',b'CHOLINE SALICYLATE; MAGNESIUM SALICYLATE',2.0,57.0,58.0,62.0,,,,,,,,,,57.0,58.0,62.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
862,b'd03652',b'COLCHICINE; PROBENECID',2.0,358.0,194.0,,,,,,,,,,,358.0,194.0,,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
